Logistic Regression,Decision Tree,Random Forest,Gradient Boosting,SVM,KNN,Naive Bayes
0.7877094972067039,0.7653631284916201,0.8268156424581006,0.8156424581005587,0.8044692737430168,0.7988826815642458,0.776536312849162
0.7647058823529411,0.7222222222222222,0.8028169014084507,0.8059701492537313,0.8095238095238095,0.7714285714285715,0.7073170731707317
0.7027027027027027,0.7027027027027027,0.7702702702702703,0.7297297297297297,0.6891891891891891,0.7297297297297297,0.7837837837837838
0.7323943661971831,0.7123287671232876,0.7862068965517242,0.7659574468085106,0.7445255474452555,0.75,0.7435897435897436
0.857915057915058,0.7561132561132561,0.8990347490347491,0.874066924066924,0.8579150579150578,0.8596525096525096,0.8505791505791506
